estrofes,emocoes
A lua leva a boa nova  Aos arrabaldes mais distantes  Avisa os pastores sem tecto  Tristes reis magos errantes  ,felicidade
E vem um sol de chapa fina  Subindo a anunciar o dia  Dois anjinhos de cartolina  Vão cantando aleluia,felicidade
A lua morena  A dança do vento  O ventre da noite  E o sol da manhã  ,felicidade
A chuva cigana  A dança dos rios  O mel do cacau  E o sol da manhã,felicidade
A lua prateada se escondeu  E o sol dourado apareceu  Amanheceu um lindo dia  Cheirando alegria  Pois eu sonhei  E acordei pensando nela,felicidade
A lua trazia no vento  Meus filhos e minha mulher  Amigos chegavam dizendo  Que a vida é isso aí,felicidade
"A luz de um grande prazer  É irremediável neon  Quando o grito do prazer  Açoitar o ar, réveillon",felicidade
"A luz do dia a contemplar  Teu corpo, sedento  Louco de prazer  E desejos ardentes",felicidade
A luz prateada se escondeu  E o sol dourado apareceu  Amanheceu um lindo dia  Cheirando a alegria  Pois eu sonhei  E acordei pensando nela,felicidade
"A luz que vem surgir na madrugada  Invade o céu a iluminar a estrada  Essa luz a chegar, não é o sol, não é o luar  É a beleza da luz do seu olhar  ",felicidade
"Ah! Vou tentar, mesmo assim, esquecer...  O quanto a sua falta me faz  É algo tão difícil que não dá pra descrever  Penso nos momentos de felicidade  ",felicidade
Porque você é minha luz do sol  Espera clarear até amanhã  Que eu vou com você  Espera até amanhã pra clarear porque depois  Eu vou com você,felicidade
A madame tem preconceito de cor  Mas não pode evitar esse amor  Senhorita foi morar lá na colina  Com o neguinho que é compositor,felicidade
A Mangueira não morreu nem morrerá  Isso não acontecerá  Tem seu nome na história  Mangueira tu és um cenário coberto de glória,felicidade
"A manhã é uma andorinha  Que se esqueceu da viajem  E voa em meu pensamento,  Trazendo a cada momento  A noite na tua imagem.",felicidade
"A manhã me socorreu com flores e aves  Suaves, soltas, em asa azul  Borboletas em bando",felicidade
A manhã se acende qual farol  Sobre as águas do mangue  A beleza desliza sobre o sol  Sempre acesa no sangue,felicidade
"A manhã se oferece qual maçã  Sobre um mar de alumínio   A menina tão leve, leve e sã   Já mediu seus domínios",felicidade
"A mão a um passo da pele.  Sem saberes,   Inventaste-me o céu.  A vida é um jogo,  ",felicidade
"Esperança de vingança.  O mesmo pé que dança um samba  Se preciso vai à luta,  Capoeira.  ",felicidade
"Quem tem de noite a companheira  Sabe que a paz é passageira,  Prá defende-la se levanta  E grita: Eu vou!  ",felicidade
"Mão, violão, canção e espada  E viola enluarada  Pelo campo e cidade,  Porta bandeira, capoeira,  ",felicidade
"Desfilando vão cantando  Liberdade.  Quem tem de noite a companheira  Sabe que a paz é passageira,  ",felicidade
Louva a morte viola em noite enluarada  No sertão é como espada esperança de vingança  O mesmo pé que dança um samba se preciso vai à luta  capoeira  ,felicidade
"Quem tem de noite a companheira sabe que a paz é  passageira  Pra defendê-la se levanta e grita eu vou  Mão, violão, canção, espada, e viola enluarada  Pelo campo e cidade porta bandeira, capoeira  Desfilando vem cantando liberdade, liberdade.",felicidade
A marcha alegre se espalhou na avenida e insistiu  A lua cheia que vivia escondida surgiu  Minha cidade toda se enfeitou  Pra ver a banda passar cantando coisas de amor,felicidade
"A marcha da Mouraria  Tem o seu quê de bairrista!  Certos ares de alegria,  É a mais boêmia,  É a mais fadista!",felicidade
A marcha de São Vicente  Alegra a gente quando passar!  Pois parece que atordoa  Toda Lisboa Que a ouve cantar!  ,felicidade
Acendeu aquela chama  Que torna os bravos a imortais  Não vive só da antiga fama!  Pois São Vicente é muito mais!,felicidade
"A maré na vazante  Tá querendo encostar  Tá querendo entregar  Uma estrela brilhante  Caída do mar, ê!",felicidade
A Maria desmanchou  Seu noivado com Mané.  Pois eles vão se casar  Depois da lua-de-mel!  ,felicidade
"A Marieta manda um beijo para os seus  Um beijo na família, na Cecília e nas crianças  O Francis aproveita pra também mandar lembranças  A todo o pessoal  Adeus!",felicidade
"A mata dormiu  O vento acabou  A folha caiu  Fazendo rumor ao tocar  Ah, Ah...",felicidade
A medida de amar é amar sem medida  A medida de amar é amar sem medida  Velocidade máxima permitida  A medida de amar é amar sem medida,felicidade
A medida de amar é amar sem medida  Preparar pra decolar  Contagem regressiva  A medida de amar é amar sem medida,felicidade
A medida de amar é amar sem medida  Velocidade máxima permitida  A medida de amar é amar sem medida,felicidade
"À meia-noite o sol, reluziu pra mim  Caiu Babel de vez  Meu sujo interior  Recebeu da Tua cachoeira  Me libertou",felicidade
A melhor banda de todos os tempos da última semana  O melhor disco brasileiro de música americana  O melhor disco dos últimos anos de sucessos do passado  O maior sucesso de todos os tempos entre os dez maiores fracassos,felicidade
"A melhor coisa da vida é saber que você pode escolher  A maior razão é simples, é aquela que só você não vê  A maior das alegrias é saber que Há Alguém que ama tanto você  E com Amor insuperável dá uma festa agora pra te receber!",felicidade
A melhor coisa que eu fiz  Foi minha vida te entregar  Os meus pecados  Você lançou no mar  ,felicidade
"E deles não se lembra mais  Seco e sujo andava eu  Decidi te encontrar  Quando eu te vi, não resisti  Tive, então, que mergulhar",felicidade
A melindrosa mandando bala  O mestre-sala curvando a Europa  A tropa do general da banda  Dançando o samba em Berlim,felicidade
"A menina parece minha irmã  Inocente e bonita  A manhã como todas as manhãs  Não se apressa, não se alarma, não se agita",felicidade
"A mesma carta, o mesmo verbo  Em sonho só viver pra ti  Quem tem a chave do mistério  Não teme tanto o medo de amar  ",felicidade
Eu creio em Deus pai todo poderoso o único que me guia  Se for pra ser feliz assim  Serei maluco até o fim  E se uma guerra amanhã estourar Sei qual lado eu vou estar  ,felicidade
A minha alma é uma grande biblioteca  Aberta todos os dias pra você  E os meus olhos são os livros mais bonitos  E um dia você deve ler,felicidade
A minha canção é verde  Sempre de verde cantei  De verde cantei ao povo  E fui de verde vestido  Cantar à mesa do rei,felicidade
"A minha carne é feita de tudo que vai e vem  Tempo, nuvem, aflição também  Encontro e perda ao mesmo tempo, eu não vou parar  Onde estou, a minha casa está",felicidade
"A minha casa está onde está o meu coração  Ele muda, minha casa não  No campo, em minas, terras gerais ou qualquer lugar  Onde estou, a minha casa está ",felicidade
"A minha casa fica lá de trás do mundo,  Onde eu vou em um segundo,  Quando começo a cantar",felicidade
"A minha esperança é que Jesus vem  Jesus vem, Jesus vem  E essa é a maior promessa  Que a igreja tem  Jesus vem, Jesus vem",felicidade
A minha esperança é um sol que brilha mais  Este sol iluminará nossos passos  Pela harmonia universal dos infernos  Chegaremos a uma civilização,felicidade
"A minha felicidade está sonhando  Nos olhos da minha namorada  É como esta noite  Passando, passando  ",felicidade
"Em busca da madrugada  Falem baixo, por favor  Pra que ela acorde alegre como o dia  Oferecendo beijos de amor",felicidade
"A minha felicidade está sonhando  Nos olhos da minha namorada  É como esta noite  Passando, passando  ",felicidade
"Em busca da madrugada  Falem baixo, por favor  Prá que ela acorde alegre como o dia  Oferecendo beijos de amor",felicidade
"A minha felicidade está sonhando  Nos olhos da minha namorada  É como esta noite, passando, passando  Em busca da madrugada  Falem baixo, por favor  Pra que ela acorde alegre com o dia  Oferecendo beijos de amor",felicidade
A minha gente sofrida  Despediu-se da dor  Pra ver a banda passar  Cantando coisas de amor,felicidade
A minha música não é de levantar  Poeira  Mas pode entrar no barracão  Onde a cabrocha pendura a saia  No amanhecer da quarta-feira  Mangueira  Estação Primeira de Mangueira,felicidade
A minha namorada me deixou  E agora como é que eu faço pra agradecer?  Ela não sabe o bem que me causou  Agora estou vivendo a minha vida pra valer,felicidade
A minha rosa vermelha  Mais parece uma romã  Pois quando aberta de noite  Não se fecha de manhã  ,felicidade
Trago uma rosa vermelha  Na minha boca encarnada  Quem me dera ser abelha  De tua boca fechada  Trago uma rosa vermelha  Não preciso de mais nada.,felicidade
A minha sorte é o baralho porque sou o destino  Sou a liberdade legítimo de uma nação  Sou brasileiro bem mulato e trago a cabrocha no coração,felicidade
A minha terra é Viana  Sou do monte e sou do mar  Só dou o nome de terra  Onde o da minha chegar  ,felicidade
A minha vida é do Mestre  Meu coração é do meu Mestre  O meu caminho é do Mestre  Minha esperança é meu Mestre,felicidade
"A minha vida é real, pois com você tudo é legal  É tão estranho, e tão gostoso a gente rir á toa  Você mudou o que era então, deixou feliz meu coração  É tão gostoso ter você comigo pra valer",felicidade
"A minha vida é te amar  E em teu nome irei sonhar  Meu coração, é tua casa  E ao teu lado vai estar...",felicidade
A minha vida era só melancolia  Até você me aparecer um dia  Como se fosse uma rosa fugidia  Fez dos meus sonhos esta louca fantasia,felicidade
A moça triste que vivia calada sorriu  A rosa triste que vivia fechada se abriu  E a meninada toda se assanhou  Pra ver a banda passar  Cantando coisas de amor,felicidade
"A modernidade agora  Vai durar pra sempre, dizem  Toda a tecnologia  Só pra criar fantasia",felicidade
"E na TV se você vir um deputado em pânico mal dissimulado  Diante de qualquer, mas qualquer mesmo, qualquer, qualquer  Plano de educação que pareça fácil  Que pareça fácil e rápido  ",medo/surpresa
e o estilo manuelino  no que tem de bom  pra erigir um belo altar  na intenção de entronizá-la  ,medo/surpresa
"A gente chega sem chegar  Não há meada, é só o fio  Será que pra meu próprio Rio  Este Rio é mais mar que mar",medo/surpresa
A inspiração vem de onde?   Pergunta para mim alguém   Repondo talvez de longe   De avião barco ou bonde?   ,medo/surpresa
Todo mundo quer convite  A capela vai rachar  Pra ver a verdade se mordendo de apetite  Ao pé do altar,medo/surpresa
"- Bom Jesus de Pirapora,  Na procura desta hora,  Tem piedade de nós.",medo/surpresa
- Bota as crianças pra dentro que a chapa vai esquentar!,medo/surpresa
"- Irmão mor da irmandade,  Na paixão da liberdade,  Tem piedade de nós ",medo/surpresa
- Eu sou a tua morte  Vim conversar contigo  Vim te pedir abrigo  Preciso do teu calor,medo/surpresa
- já é! vou desligar que tem uma blitz na minha frente  Vou tirar o meu boné e fazer cara de inocente,medo/surpresa
"Senhor morto,  Deus da vida,  Nesta luta proibida,  Tem piedade de nós",medo/surpresa
"- Quem é você, diga logo...  - Que eu quero saber o seu jogo...  - Que eu quero morrer no seu bloco...  - Que eu quero me arder no seu fogo.",medo/surpresa
"- sou eu que to ligando, so pra te dar um papo  Que o baile você ta indo hoje esta lombrado,  O morro esta tomado melhor você voltar  Que ta rolando uma festinha na pracinha do lado de cá",medo/surpresa
Já vou ficar no lucro se passar de 18  Depois que escurece o bagulho é doido,medo/surpresa
"-Aí um mano pisou no pé do outro, os dois se estranharam,  Um deu uma facada no pescoço do outro, mais um morreu, mano.  -Porque pisou no pé, mano?  -Foi mano, aí os cara embargou o show aqui mano,  O dono do salão falou que não vai ter mais show de rap aqui não, ",medo/surpresa
"-Ah, mais ou menos, né?  -Por que?  -Por que é o seguinte. Ontem tava tendo um show  Aqui do império z.o. E do consciência humana e pá,  Surgiu uma treta aqui e um cara morreu, cara.  ",medo/surpresa
"-Vixi...  -Entendeu?  -Pode crer.  -Polícia fechou tudo aqui e já era, não vai ter mais nada.  -Não vai ter o que, o nosso show?  -Nem o de vocês nem o de ninguém, a casa tá fechada  Véio, entendeu? ",medo/surpresa
"-então, vamo terminar de enrolar um baguio pra nós fazer o role, irmão.  -firmeza, firmeza mano.  -vai, vai, vai, vai, vai...todo mundo é mão na cabeça, mão na cabeça, cadê o baguio irmão...vai que ta caguetado, quem que é o claudio ai? Vai, quem que é o claudio ai no baguio?",medo/surpresa
"-o mano,cê viu o tanto de polícia que tem na área ai mano?  -é,então,ta embaçado o morro certo mano?então,no fim de ano ir pra cadeia não vira...",medo/surpresa
"-então,o morro ta daquele jeito,certo mano?então tem que ficar ligeiro,porque ta cheio de polícia,cheio de ganso.  -então ai,to descabelado mano,vim pra me levantar de novo.  -então,vamo cola ae?",medo/surpresa
"? quanto tempo faz ? uma semana atrás ?  No topo do mundo, na crista da onda  Numa euforia de se estranhar  ! pouco tempo faz ! uma semana atrás !  No topo do mundo, na crista da onda  Um mergulho em busca de ar",medo/surpresa
?quantas bocas se fecharão  Quando a bomba beijar o chão  Da cidade em chamas?  Da cidade em chamas...,medo/surpresa
?quem vem lá? quem será?  que passa como um filme  na fumaça de um bar  ?quem vem lá? quem será?  que vai me salvar a vida outra vez  vai fazer de novo o que nunca fez,medo/surpresa
'Tô' descendo a serra  Cego pela neblina  Você nem imagina  Como tem curvas esta estrada  Ela parece uma serpente morta  Às portas do paraíso,medo/surpresa
"“Se você tem problemas com cárdio, sugiro que desligue o rádio”",medo/surpresa
"(- Então, Kleber, o cara morreu, mano.)  - É, então, agora é daqui pra frente, Cocão. Não tem mais jeito, tá ligado? Não se abala, não, tem que ficar firme.  (- É.)  - Nóis tá junto aí!",medo/surpresa
seja bem vindo a um lugar que deus esqueceu;  Á um capítulo da história que o demônio escreveu;  Aqui não se sonha não;  A morte é tão comum num lugar em decomposição; ,medo/surpresa
"não adianta chorar,  não adianta gritar;  A cidade é nossa,  ra-ta-ta-ta-tá.",medo/surpresa
o inferno é tão perto que não dá pra escapar.,medo/surpresa
"(Cadê o corpo, mano?)  (Mano, pega o celular, que embaçou, mano.)  (Faz um esforço, mano, o barato foi louco.)  (Puta que o pariu! O cara subiu a uns dois metros do chão.)  (Meu Deus do céu! Chama a ambulância, caralho!) ",medo/surpresa
Da magia negra  Não vou mais voltar  Na magia negra  Querem me matar,medo/surpresa
"Telma, eu não sou gay  O que falam de mim são calúnias, meu bem  Eu parei",medo/surpresa
Tem mina terrestre em cada palmo do chão  Dias melhores não virão,medo/surpresa
"Detenção sem muro, quero fugir daqui  (Defesa aqui é foda)  Fugir daqui Detenção sem muro, quero fugir daqui  (Defesa aqui é foda)  Fugir daqui  Pode crê mano, quero fugir daqui.",medo/surpresa
"O crime vai,o crime vem;  A quebrada ta normal e eu to também;  Onde há fogo; a fumaça;  Onde chega a droga é inevitavel, embaça;",medo/surpresa
"O papa é pop, o papa é pop  O pop não poupa ninguém  O papa levou um tiro à queima roupa  O pop não poupa ninguém",medo/surpresa
"Febre da ZS, vida gangsta  Rimas e brilhantes, Cosa Nostra  Perigo do caralho, a vida é passageira  Chega de ensaio, a cena é verdadeira ",medo/surpresa
Sou a trilha do ambulante com os Free contrabandeado  Em fuga do rapa na 25 de Março  Da mulher que sonha com um bolo da padaria  Pra cantar parabéns pra sua filha  Da tia iluminada pelo Giroflex da polícia  Com o corpo do marido esperando a perícia,medo/surpresa
"Nesse playland cada um escolhe o brinquedo preferido,  Forca, guilhotina, olho derretido no maçarico.  Crânio vira bola no ritual de sadismo,  Marreta fratura a costela que perfura o intestino.  ",medo/surpresa
"Não tenho dólares na zorba não recebo mensalão,  nem sou a Universal com 10 milhões em dízimo no avião.  Quero crer em Allan Kardec que após a morte há vida,  um plano onde as almas se encontrem um dia. ",medo/surpresa
"Fredy Krueger teria medo do cenário,  Zona Sul, Grajaú madrugada São Paulo.  A Roleta Macabra sorteou nosso número,  Giroflex projeta o slide de dois túmulos. ",medo/surpresa
"Não vamo ser na ouvidoria uma das três mil denúncias,  Quem vai entrar no programa de proteção a testemunha.  Cadê a lesma da hora da ocorrência?  Em 10 segundos tô no chão com algemas.",medo/surpresa
"Coronhada o bafo de whisky não fugiu do script,  não porra não tamo perdido não temo arma haxixe.  No rádio averiguaram que eu tenho passagem,  No IML, vão me reconhecer pela tatuagem.",medo/surpresa
"Obrigando ela a sacar meu dinheiro no caixa,  Com a mira laser nas costas nove cromada.  Não tem como gritar nem dar alarme,  Já premedito flores a benção do padre.  Por que não fui morar na Europa? ",medo/surpresa
"Talvez seja algum moleque que eu não dei esmola,  Fechei o vidro na cara, tchau porra sai fora.  Agora vejo o que resulta a barriga cheia de ar,  Do filho da faxineira cortando minha jugular. ",medo/surpresa
"Ações imóveis conta no exterior,  Quando o oitão tá na cabeça nada disso tem valor.  Será que o fim vai ser igual filme jornal mulher estuprada,  Com o marido assistindo e eles dando risada. ",medo/surpresa
"O conceito de artista de TV brasileira,  Faria vangog cortar mais do que uma orelha.  Inventamos a luz o clone o computador,  E a foto pra registrar nossa história de horror.",medo/surpresa
"Os minutos passam tensão extrema,  Será que a minha mulher errou a senha?  Me lembro que um deles é menor,  Sé pá joga gasolina e risca o fósforo sem dó. ",medo/surpresa
"Contratei vigia lancei carro blindado,  Mas se o ladrão ta no banco não é só eu que sou culpado.  A porta abre um grita entra logo vaca,  Tão dando coronhada porra ela ta grávida.",medo/surpresa
"Mas não quis minha mãe com faixa pedindo justiça,  Registrando meu sumiço na delegacia.  Pensei que com holerite profissão,  Não tinha troféu pela minha ossada no rabecão. ",medo/surpresa
"Alô Ivo Pitanguy faz um transplante facial, o ladrão jogou álcool é queimadura de 3º grau  Traz prótese pra perna o tiro deu hemorragia, pra eu dar um passo em 10 anos de fisioterapia ",medo/surpresa
"513 deputados estocados com vergalhão,  Esse é o plenário que eu sonho em presidir a sessão.  A serenata é o Do, Ré, Mi, Fá, da 45,  Ouço passos vejo vultos de 50.000 espíritos.",medo/surpresa
"Me preparam pra algema só falar em juízo,  Meter perjúrio pra se pá Habbeas Corpus concedido.  Pra segurar o próprio intestino na fita do bingo,  Ser outro Eduardo inserido na capela dos espiritos.",medo/surpresa
"Ninguém tira 27 e é presidente igual o mandela  Por isso sou antônio conselheiro e canudos minha cela.  Psiu, lá vem o agente desarmado com as chaves,  Que dão acesso as galerias de toda carceragem.  ",medo/surpresa
"Só que, à medida que agente ía caminhando,  quando começamos a falar dessa cidade, fui percebendo  que os meus amigos tinham umas idéias bem esquisitas  sobre o que é uma cidade. Umas idéias atrapalhadas,  cada ilusão. Negócio de louco...",medo/surpresa
E como te dizer o que ser ou não ser  Não viver não sofrer  Sera esperar o que é de se esperar  No enredo dessa opera  ,medo/surpresa
"Mais um episódio que não deu em nada, somente confusão e gente machucada.  Favela ocupada, medo dominado.  Que é trabalhador quem fica em segundo plano  Segue matando, o povo enterrando, imposto pagando, desacreditando, justiça clamando, por Deus implorando, por almas orando, com a vida jogando.",medo/surpresa
"Tem rua fechada, carro parado, camisa na cara, piloto assustado,  Relógio roubado, busão ta quebrado, neguinho bolado, caminhão saqueado.  Batalhão de choque de porrete na mão  Tiro para o auto pra assustar a multidão  ",medo/surpresa
"Quando você for convidado pra subir no adro  Da fundação casa de Jorge Amado  Pra ver do alto a fila de soldados, quase todos pretos  Dando porrada na nuca de malandros pretos  ",medo/surpresa
"Toda a vez a mesma historia criança correndo, mãe chorando chapa quente.  Tiro pra todo lado silencio na praça o corpo de um inocente  Chega a maldita policia, chega a policia e o medo e geral  Armado, fardado, carteira assinada com ódio na cara pronto para o mau.  ",medo/surpresa
Mais um preto que morre ninguém me socorre a comunidade na cena  A arma dispara o pânico aumente parece ate cinema não é  (É real)  As armas não são de brinquedo  (Quando a policia invade a favela espalha terror e medo)  ,medo/surpresa
"Refém do medo  Guerreiro do inferno criado por Jesus  Na escuridão  Tentando, buscando achar uma luz.  ",medo/surpresa
"E por falar fazendo uma curva, uma viatura.  Vou ter que dar uma parada porque agora vou ter que levar uma dura  Como sempre acontece tapa no saco me chamam de preto abusado  Documento na mão vinte minutos depois eu to liberado  ",medo/surpresa
Noventa por cento da população não anda de arma na mão  Não confia na proteção  Medo de camburão  Vê cacetete na mão  Fica jogado no chão.,medo/surpresa
eu sei o que é isso o que eu vivo  o perigo é constante um aviso  não sou aquele do carinho tenho o que dizer  mas quero com você até amanhecer  ,medo/surpresa
"Ser favelado é ser soldado de bandeira nenhuma  Desconfiar dos dois lados sem temer coisa alguma  Nasceu no meio da guerra então se acostuma  Vou até o fim tiu, eu sou assim tiu  ",medo/surpresa
"Ser favelado é ser soldado de bandeira nenhuma  Desconfiar dos dois lados sem temer coisa alguma  Nasceu no meio da guerra então se acostuma  Vou até o fim tiu, eu sou assim tiu ",medo/surpresa
Arranca meu dente no alicate  Mas não vou ser mascote de quem azeda marmita  Sou fogo no seu chicote  Enquanto a opção for morte pra manter a ideia viva,medo/surpresa
"Junto as palavra na folha  boto tudo pra fora mas permaneço na encolha  de momento tá tudo bem, do nada maldade vem  das coisas que a vida tem, não deram escolha  ",medo/surpresa
"revidar quem ataca, chacina seria a meta  repressão não me fez o vilão, fez o poeta  os soldados da rua tão de glock e bereta  convocado pra guerra mas só me deram a caneta  ",medo/surpresa
E quando você me envolver  Nos seus braços serenos eu vou me render  Mas seus olhos morenos  Me metem mais medo que um raio de sol  É... Lígia Lígia,medo/surpresa
Porque é que cê tá ouvindo isto ao contrário?  O que é que cê tá procurando?  Hein?,medo/surpresa
Você se aproxima de mim  Com esses modos estranhos e eu digo que sim  Mas teus olhos castanhos  Me metem mais medo que um dia de sol  É... Lígia Lígia,medo/surpresa
"Oh meu pai, oh meu pai, por favor  Condenai o nosso amor  De langor e luxúria!  Mas poupai, oh meu pai  Nosso filho  Da fúria do Senhor!''",medo/surpresa
05h30 da manhã e a polícia ainda encontrava dificuldades pra controlar a multidão  A praça da Sé parece nesse momento uma praça de guerra  Muito vidro quebrado pelo chão e lixo espalhado por todo lado  11 pessoas foram presas e quatro ficaram feridas  A prefeitura vai assumir todas as suas responsabilidades,medo/surpresa
17 anos de vida  Eu tô perdido  Do joelho até o umbigo  Tudo é perigo,medo/surpresa
Arroz feijão farinha prato principal  Bife com cebola só na época de natal  A criança ri á toa com o brinquedo doado  Um g.i.j.o.e. desfigurado na carência de um braço  ,medo/surpresa
Jesus cristo eu lamento não mereço seu perdão  Propagar a desgraça alheia não me trará a salvação  Ascensão através da dor não foi um dos mandamentos  Meus pensamentos não vão ser transcritos pro testamento  ,medo/surpresa
"300 Milhões  De africanos mortos  Na segregação  Caça das bandeiras,  Do esquadrão da morte. ",medo/surpresa
"No comercio informal, variedade de produto  Dente de ouro de defunto, imagem de santo de túmulos  Todo pivete sabe, como é lá dentro  Cresce com a certeza de um dia ser detento  ",medo/surpresa
"6 litros de sangue derramados por corpo  300 mil litros anuais formam o nosso mar morto  Que evapora, condensa, vira chuva ácida  No solo germina raiva incurável pra anti-rábica  ",medo/surpresa
Vós sois o sal da terra  E a luz deste mundo  Mas se não a gosto  E as trevas te impede  ,medo/surpresa
Como vais alcançar o reino de Deus  Se a correnteza anda para outro lugar  Vem beber da fonte  Das águas do mar ,medo/surpresa
A arca desconjuntada  Parece que vai ruir  Entre os pulos da bicharada  Toda querendo sair,medo/surpresa
"A ausência do silêncio daquelas tardes  Daquelas tardes  Da vergonha do espelho, naquelas marcas  Daquelas matas  Havia algo de insano, naqueles olhos  Olhos insanos ",medo/surpresa
"A Barata, com certeza  Dos bichos da natureza  É de certo o mais esperto  E que ninguém quer ver de perto  ",medo/surpresa
"Barata! Ai meu Deus, como corre  Barata! E ainda voa, a maldita  Barata! Ai Jesus, me socorre  Barata! Quem a vê logo grita:  ",medo/surpresa
"Barata!  Rápida que nem avião  Nojenta, lambendo o chão  Cucaracha danada  Psicodélica Barata",medo/surpresa
A bela e a fera  A falsa e o sincera  A clara e a escura  A fé e a loucura,medo/surpresa
A beleza embriaga como vinho  A alma de um broto  A alma de um broto  É um susto terrível,medo/surpresa
"E na classe um 486, sem BANDA LARGA  Acaba aula sem abrir a página na INTERNET DISCADA.  Uma biblioteca pública pra 3 milhões na Zona Sul,  Os bico linchando quem matou o vigia do ITAÚ.  ",medo/surpresa
a carniça no mato com mosquito puta fedor  me mostra que a luz no fim do túnel apagou  não acredito na paz no futuro  o som da metralhadora me traz um crânio com uma pá de furo  ,medo/surpresa
"outro corpo na mansão pra mim é só o começo  sangue lágrima dinheiro a qualquer preço  criança gritando dor desespero  vendo a mãe tomando facada, arrastada pelos cabelos  ",medo/surpresa
"no porta-malas com capuz, agora é só jesus  cadê a senha ou o padre, abençoa a sua cruz  colaborou falou dos filhos me deixa vivo leva tudo  menor muito louco fez outra viúva de luto  ",medo/surpresa
A cidade apavorada  Se quedou paralisada  Pronta pra virar geleia  Mas do zepelim gigante  Desceu o seu comandante  Dizendo: Mudei de ideia!,medo/surpresa
"Mas não tente se matar  Pelo menos essa noite não  As cortinas transparentes não revelam  O que é solitude, o que é solidão  ",medo/surpresa
"Um desejo violento bate sem querer  Pânico, vertigem, obsessão  A maior expressão da angústia  pode ser a depressão  ",medo/surpresa
Algo que vc pressente  Indefinivel  Mas não tente se matar  Pelo menos essa noite não  ,medo/surpresa
"Tá sozinha, tá sem onda, tá com medo  Seus fantasmas, seu enrredo, seu destino  Toda noite uma imagem diferente  Consiente, inconsiente, desatino  ",medo/surpresa
A maior expressão da angústia  Pode ser a depressão  Algo que vc pressente  Indefinivel  Mas não tente se matar  Pelo menos essa noite não.,medo/surpresa
"Outra vez, outra vez e de novo  Tá no poder não quer mais sair  Continua pedindo seu voto outra vez e de novo  Quando é que agente vai reagir?",medo/surpresa
"A sentença cantou, meu castelo tremeu  E agora preso na gaiola  Sem poder te ver, nem acompanhar minha filha pra escola  Vou tirar uma temporada  ",medo/surpresa
"Vou ficar no sapatinho pra não arrumar problema  Não tenho facção, não tenho regalia  Eu passo mó veneno e penso nisso todo dia  Pra não virar uma máquina de fazer inimigo  ",medo/surpresa
"À espera de um milagre eu ainda estou  Insisto, disso eu não abro mão!  Eu não vou morrer aqui, nessa solidão  Amigos, Deus sabe aonde estão...",medo/surpresa
"Polícia e preconceito são as armas ideais;  Exagero de abusos, chacinas semanais;  Iguais aos policiais que eles pagam bem;  Justiceiros fardados o termo que convém;  ",medo/surpresa
"A falha humana não vai ser justificativa pra você argumentar no grande tribunal da vida. A gente quer a paz, almeja viver ela, só que o tempo não para, o tempo não espera!",medo/surpresa
"que se cala escondida no seu condomínio  na lei da favela ainda impera o genocídio  sua dura vida lhe ensinou a caminhar com as próprias pernas  resta agora você se livrar do mal que te corrói, e te destrói  ",medo/surpresa
"Filho com a doze matando vigia no assalto. se vier pro asfalto  Fazer passeata, aí o PM te mata, te faz engolir bandeira e faixa  Caminho dois desconhecendo cenário político, onde jogar  Granada, quem é o nosso inimigo entendeu por que não tem, escola  ",medo/surpresa
"A fé renasce como os lírios nos vales, e nem Salomão conseguiu ser como um deles se quer,  como um deles se quer,  como um deles quer...",medo/surpresa
"A fé renasce como os lírios nos vales, e nem Salomão conseguiu ser como um deles se quer,  como um deles se quer,  como um deles se quer...",medo/surpresa
"A fita é essa certo Jão?! Pra sobreviver aqui no capão.  Infelizmente quem sofre é a gente nunca se sabe o que vem pela frente, um esqueleto na escuridão coisa do tempo decomposição.",medo/surpresa
A gente faz de tudo  Mas nada faz sentido  Nem a existência de uma guerra  Nem a violência do inimigo,medo/surpresa
A gente faz de tudo  Mas nada faz sentido  Nem as luzes da cidade  Nem o escuro de um abrigo,medo/surpresa
A gente poderia  Conversar a noite inteira  Falando sério só de brincadeira  Mas eu quero dormir um sono profundo  Eu quero estar em outro mundo  Quando o sol raiar,medo/surpresa
A gente poderia  Conversar a noite inteira  Mas amanhã é segunda-feira  Eu tenho contas a pagar  Eu tenho que apagar a luz  Eu quero estar dormindo  Quando o despertador tocar,medo/surpresa
"Tipo lorde, dando ordem na obra!  gordo tipo gaita de fole  No andaime qué massa mole  Reclame pra que o mestre te esfole vivo... Vivo  ",medo/surpresa
A guerra é a fé que cega a cor do meu fado  E a carne trêmula é o pavilhão do destino  O desespero é uma espécie de devaneio  Enquanto o ódio devora o que sobrou de um menino,medo/surpresa
"A guerra é aqui, a guerra é aqui  A guerra é aqui, a guerra é aqui  A guerra é aqui, a guerra é aqui",medo/surpresa
"A heroína conduz um garoto ontem inofensivo,  Hoje um monstro dentro da sua empresa,  No dia da caça você é a presa,  Você é o alvo na mira de um psicopata armado,  ",medo/surpresa
"A história de um traficante, a história de um traficante  (Uma história com morte no fim)  A história de um traficante  (No meu velório reze por mim)",medo/surpresa
"A igualdade social é só em conto de fadas, felicidade é só em  Sonho, só em mágica. Acredito na palavra ou na metralhadora  Revolução verbal ou aterrorizadora. Vamos queimar constituição  Com coquetel molotov, carro bomba no congresso, tic-tac explode  Suplicar pro gambé derrubando sua porta não bater na sua mulher  Não atirar nas suas costas",medo/surpresa
